#M_vir  M_star  M_HI   M_H2   SFR
1.66e+12 4.70e+10 3.90e+08 1.07e+09 1.00e+00
1.11e+12 4.39e+10 8.37e+08 2.90e+09 4.34e+00
1.39e+12 4.67e+10 1.91e+08 1.10e+09 1.23e+00
7.85e+11 4.24e+10 2.08e+09 3.50e+09 5.33e+00
1.21e+12 3.29e+10 1.20e+10 5.83e+09 1.24e+01
9.78e+11 4.18e+10 4.50e+09 2.37e+09 5.88e+00
9.63e+11 3.71e+10 8.77e+09 4.91e+09 4.07e+00
3.03e+12 4.63e+10 6.81e+08 1.11e+09 2.13e-01
7.97e+11 4.35e+10 1.18e+09 2.56e+09 2.86e+00
8.69e+11 3.32e+10 3.82e+09 1.07e+10 2.24e+00
1.14e+12 2.58e+10 1.92e+10 1.29e+10 2.09e+00
6.16e+11 4.12e+10 3.64e+09 2.90e+09 5.89e+00
8.62e+11 4.29e+10 1.44e+09 2.80e+09 3.66e+00
1.15e+12 4.18e+10 8.42e+08 4.24e+09 2.99e+00
1.39e+12 4.26e+10 3.85e+09 3.04e+09 3.32e+00
1.19e+12 4.07e+10 3.42e+09 2.93e+09 6.50e+00
3.60e+12 4.64e+10 0.00e+00 4.47e+08 1.64e-01
1.73e+12 4.18e+10 7.37e+08 3.83e+09 2.87e+00
1.22e+12 3.83e+10 5.36e+09 4.91e+09 7.37e+00
2.84e+12 4.62e+10 3.52e+08 5.38e+08 1.12e-01
2.73e+12 4.10e+10 2.35e+09 3.05e+09 4.43e+00
3.63e+12 4.65e+10 4.13e+08 1.29e+08 0.00e+00
8.69e+11 4.23e+10 1.20e+09 2.63e+09 3.30e+00
1.24e+12 3.98e+10 3.80e+09 3.55e+09 7.11e+00
5.75e+11 4.35e+10 8.37e+08 1.89e+09 2.87e+00
1.07e+12 4.15e+10 3.11e+09 3.32e+09 4.25e+00
3.26e+12 4.58e+10 0.00e+00 0.00e+00 1.00e+00
1.87e+12 4.57e+10 1.26e+08 2.34e+08 2.35e-02
2.46e+12 4.54e+10 3.61e+06 5.28e+08 1.99e-01
8.62e+11 3.49e+10 8.53e+09 4.19e+09 1.24e+01
7.25e+11 3.80e+10 2.48e+09 5.29e+09 6.38e+00
9.95e+11 4.32e+10 7.34e+08 1.82e+09 1.86e+00
2.12e+12 4.12e+10 1.31e+09 2.95e+09 4.59e+00
7.68e+11 4.14e+10 9.42e+08 3.02e+09 4.25e+00
3.52e+12 4.51e+10 7.41e+07 4.59e+08 9.61e-02
9.89e+11 4.13e+10 1.53e+09 2.49e+09 3.73e+00
2.74e+12 4.16e+10 1.22e+09 2.67e+09 3.11e+00
9.36e+11 3.94e+10 2.94e+09 3.01e+09 7.22e+00
2.80e+12 4.31e+10 5.95e+08 2.08e+09 1.93e+00
9.75e+11 4.26e+10 1.05e+09 1.77e+09 2.68e+00
7.60e+11 3.87e+10 2.42e+09 3.96e+09 5.58e+00
1.51e+12 4.51e+10 0.00e+00 0.00e+00 0.00e+00
1.36e+12 3.94e+10 1.37e+09 4.32e+09 3.10e+00
1.32e+12 4.25e+10 1.02e+09 1.19e+09 1.11e+00
1.79e+12 4.28e+10 8.39e+07 1.74e+09 7.75e-01
9.59e+11 3.68e+10 4.33e+09 4.30e+09 7.74e+00
1.95e+12 4.46e+10 0.00e+00 0.00e+00 0.00e+00
6.62e+11 3.93e+10 2.07e+09 3.14e+09 5.78e+00
9.90e+11 4.00e+10 1.46e+09 2.93e+09 5.13e+00
8.91e+11 3.68e+10 3.65e+09 3.97e+09 9.01e+00
1.06e+12 3.72e+10 1.08e+09 5.89e+09 3.62e+00
1.61e+12 4.41e+10 0.00e+00 0.00e+00 0.00e+00
9.73e+11 3.50e+10 6.43e+09 4.34e+09 1.08e+01
6.62e+11 3.71e+10 4.22e+09 2.89e+09 4.99e+00
8.48e+11 3.88e+10 1.36e+09 3.93e+09 5.95e+00
5.33e+11 3.89e+10 9.84e+08 3.77e+09 2.47e+00
3.33e+12 4.34e+10 1.60e+09 2.22e+08 1.00e+00
2.09e+12 4.33e+10 0.00e+00 3.47e+08 1.00e-01
1.81e+12 4.27e+10 1.01e+09 7.08e+08 3.85e-01
2.90e+12 4.36e+10 6.09e+08 3.44e+07 0.00e+00
5.94e+11 3.71e+10 3.63e+09 3.31e+09 4.04e+00
2.02e+12 4.33e+10 0.00e+00 0.00e+00 1.00e+00
1.44e+12 3.53e+10 3.30e+09 6.08e+09 4.18e+00
9.34e+11 3.83e+10 1.50e+09 3.40e+09 5.04e+00
1.63e+12 4.33e+10 0.00e+00 0.00e+00 0.00e+00
8.21e+11 4.07e+10 3.78e+08 2.00e+09 1.98e+00
5.24e+11 4.06e+10 1.30e+09 1.29e+09 2.40e+00
6.67e+11 3.90e+10 1.28e+09 2.84e+09 3.66e+00
1.47e+12 4.24e+10 2.79e+07 6.24e+08 6.14e-01
4.12e+12 4.26e+10 5.20e+08 2.77e+08 3.84e-02
1.98e+12 4.27e+10 7.86e+07 4.08e+08 1.08e-01
1.42e+12 2.82e+10 1.08e+10 7.35e+09 9.59e-01
4.89e+11 3.87e+10 1.22e+09 2.64e+09 3.39e+00
6.21e+11 3.78e+10 1.84e+09 3.02e+09 4.76e+00
8.90e+11 3.17e+10 7.48e+09 4.98e+09 1.01e+01
2.61e+13 4.29e+10 5.77e+08 1.32e+08 0.00e+00
8.21e+11 3.93e+10 1.35e+09 1.85e+09 3.36e+00
1.50e+12 3.58e+10 4.14e+09 3.83e+09 6.08e+00
9.27e+11 3.90e+10 9.69e+08 2.85e+09 4.71e+00
8.01e+11 3.53e+10 6.66e+09 2.50e+09 4.73e+00
6.25e+11 3.86e+10 1.85e+09 2.09e+09 2.61e+00
9.76e+11 2.94e+10 8.31e+09 8.59e+09 8.03e+00
4.65e+12 4.25e+10 0.00e+00 0.00e+00 0.00e+00
6.56e+11 4.00e+10 1.11e+09 1.39e+09 1.70e+00
6.03e+11 3.86e+10 1.10e+09 2.59e+09 3.15e+00
1.34e+12 3.82e+10 9.99e+08 2.56e+09 3.68e+00
9.24e+11 3.73e+10 2.66e+09 2.90e+09 2.93e+00
6.57e+11 3.82e+10 8.38e+08 2.85e+09 2.67e+00
8.14e+12 4.20e+10 6.23e+08 1.09e+08 0.00e+00
9.67e+11 3.49e+10 4.30e+09 3.60e+09 6.12e+00
7.77e+11 3.75e+10 6.42e+08 3.67e+09 3.09e+00
1.46e+12 2.45e+10 1.79e+10 1.13e+10 2.82e+00
1.58e+12 3.53e+10 7.50e+09 2.36e+09 4.01e+00
2.16e+12 4.11e+10 0.00e+00 4.74e+08 1.50e-01
1.80e+12 4.12e+10 2.99e+08 0.00e+00 1.00e+00
1.19e+12 2.46e+10 8.97e+09 1.12e+10 1.92e+00
1.14e+13 4.16e+10 1.27e+09 1.96e+08 0.00e+00
3.40e+12 4.15e+10 0.00e+00 0.00e+00 0.00e+00
6.42e+11 3.95e+10 4.58e+08 1.21e+09 1.64e+00
8.17e+11 3.60e+10 2.62e+09 3.28e+09 4.49e+00
8.69e+11 3.68e+10 1.30e+09 3.24e+09 3.59e+00
1.28e+12 3.66e+10 5.03e+09 3.07e+09 4.61e+00
5.26e+11 3.67e+10 1.67e+09 2.79e+09 5.02e+00
6.43e+11 3.64e+10 1.13e+09 3.21e+09 3.83e+00
7.48e+11 3.70e+10 1.68e+09 2.47e+09 4.79e+00
7.52e+11 3.73e+10 1.19e+09 2.85e+09 4.11e+00
1.50e+12 3.59e+10 1.46e+09 3.37e+09 4.61e+00
1.42e+12 3.48e+10 5.44e+09 2.13e+09 4.36e+00
1.17e+12 2.23e+10 1.61e+10 1.20e+10 2.22e+00
8.25e+11 3.57e+10 2.24e+09 3.74e+09 4.68e+00
2.34e+12 3.71e+10 3.21e+08 3.33e+09 2.24e+00
5.29e+11 3.96e+10 6.20e+07 1.01e+09 4.69e-01
5.77e+11 3.74e+10 1.12e+09 2.25e+09 3.41e+00
6.84e+11 3.68e+10 1.53e+09 2.12e+09 3.37e+00
1.58e+12 3.65e+10 8.81e+08 3.11e+09 3.99e+00
4.52e+12 3.56e+10 1.47e+09 3.54e+09 2.53e+00
2.01e+12 3.51e+10 1.39e+09 3.65e+09 5.15e+00
1.66e+12 4.04e+10 0.00e+00 0.00e+00 0.00e+00
9.66e+11 3.52e+10 2.57e+09 2.80e+09 4.40e+00
3.61e+12 3.94e+10 3.79e+09 1.12e+09 1.04e-02
6.97e+11 3.94e+10 4.12e+07 6.92e+08 3.10e-01
1.32e+12 3.97e+10 4.25e+08 3.52e+08 1.00e+00
2.16e+12 3.97e+10 3.74e+08 0.00e+00 1.00e+00
1.10e+12 3.04e+10 1.49e+09 8.01e+09 3.68e+00
8.44e+11 2.91e+10 5.76e+09 6.97e+09 8.97e+00
6.18e+11 2.70e+10 7.91e+09 8.03e+09 1.48e+00
1.58e+12 3.94e+10 2.14e+08 1.87e+08 1.85e-02
3.79e+12 3.98e+10 0.00e+00 0.00e+00 0.00e+00
5.02e+12 3.92e+10 3.50e+08 6.16e+08 1.18e-01
1.14e+12 3.35e+10 3.45e+09 3.43e+09 5.54e+00
5.88e+12 3.95e+10 0.00e+00 0.00e+00 0.00e+00
3.71e+12 3.94e+10 1.20e+09 3.79e+08 0.00e+00
3.70e+12 3.54e+10 2.00e+09 2.17e+09 3.85e+00
8.31e+11 3.29e+10 2.43e+09 3.87e+09 5.40e+00
1.39e+12 3.51e+10 1.36e+09 2.73e+09 4.38e+00
9.22e+11 3.38e+10 3.06e+09 2.23e+09 3.94e+00
9.60e+11 3.20e+10 6.68e+09 2.87e+09 5.83e+00
1.84e+12 3.63e+10 1.04e+09 2.12e+09 2.22e+00
8.07e+11 2.65e+10 3.85e+09 9.43e+09 1.94e+00
1.13e+12 3.25e+10 2.87e+09 3.42e+09 6.95e+00
7.28e+11 3.63e+10 5.67e+08 2.00e+09 2.66e+00
4.87e+11 3.41e+10 1.81e+09 2.82e+09 3.59e+00
7.30e+11 3.20e+10 3.30e+09 3.32e+09 5.98e+00
8.37e+11 2.75e+10 9.88e+09 3.82e+09 1.02e+01
1.22e+12 3.15e+10 4.78e+09 4.40e+09 4.70e+00
4.63e+11 3.51e+10 8.20e+08 2.46e+09 3.08e+00
6.09e+11 3.35e+10 1.55e+09 3.30e+09 3.82e+00
8.28e+11 3.38e+10 1.36e+09 2.99e+09 2.65e+00
1.47e+12 3.81e+10 3.53e+08 0.00e+00 1.00e+00
8.48e+11 3.36e+10 1.99e+09 2.78e+09 4.34e+00
9.63e+11 3.39e+10 2.31e+09 3.09e+09 2.80e+00
1.12e+12 3.07e+10 8.19e+09 2.37e+09 5.38e+00
8.19e+11 3.42e+10 1.32e+09 2.83e+09 2.62e+00
6.10e+11 3.47e+10 6.53e+08 2.93e+09 3.89e+00
1.88e+12 3.39e+10 2.25e+09 3.00e+09 3.86e+00
1.17e+12 2.05e+10 6.60e+09 1.23e+10 3.15e+00
5.26e+11 3.25e+10 3.40e+09 2.69e+09 4.68e+00
7.78e+11 3.36e+10 1.43e+09 3.20e+09 1.77e+00
5.18e+11 3.52e+10 8.09e+08 2.01e+09 3.39e+00
2.62e+12 3.81e+10 3.74e+08 1.36e+08 0.00e+00
5.15e+11 3.42e+10 1.31e+09 2.60e+09 3.77e+00
6.07e+11 3.49e+10 9.05e+08 2.11e+09 1.78e+00
4.59e+11 3.52e+10 7.23e+08 1.93e+09 1.50e+00
7.75e+11 3.44e+10 1.97e+09 1.81e+09 2.18e+00
1.69e+12 3.78e+10 2.53e+08 1.05e+08 0.00e+00
6.60e+11 2.87e+10 5.92e+09 4.44e+09 1.02e+01
4.37e+12 3.74e+10 1.16e+08 1.10e+08 0.00e+00
1.09e+12 3.37e+10 9.51e+08 2.54e+09 3.23e+00
5.57e+11 3.11e+10 1.90e+09 4.40e+09 5.01e+00
1.97e+11 3.68e+10 0.00e+00 0.00e+00 0.00e+00
6.46e+11 3.20e+10 1.68e+09 3.47e+09 3.69e+00
5.75e+11 3.33e+10 9.68e+08 2.42e+09 3.61e+00
8.21e+11 2.90e+10 3.39e+09 4.71e+09 4.28e+00
6.07e+11 3.15e+10 2.58e+09 2.65e+09 4.22e+00
8.33e+11 3.14e+10 1.80e+09 3.07e+09 3.18e+00
1.13e+12 3.10e+10 2.74e+09 3.48e+09 5.03e+00
1.85e+12 3.65e+10 0.00e+00 0.00e+00 0.00e+00
8.32e+11 3.33e+10 1.50e+09 1.73e+09 2.16e+00
5.20e+11 3.27e+10 1.27e+09 2.69e+09 3.35e+00
6.08e+11 3.31e+10 9.40e+08 2.10e+09 1.93e+00
5.30e+12 3.64e+10 0.00e+00 0.00e+00 0.00e+00
6.92e+11 2.92e+10 4.49e+09 3.62e+09 6.14e+00
9.98e+11 3.02e+10 2.36e+09 4.47e+09 4.60e+00
4.23e+11 3.25e+10 1.78e+09 1.99e+09 2.77e+00
4.24e+12 3.59e+10 3.04e+07 2.85e+08 2.37e-02
5.76e+11 3.18e+10 2.36e+09 2.12e+09 3.34e+00
4.32e+12 3.61e+10 0.00e+00 0.00e+00 0.00e+00
9.79e+11 2.78e+10 4.65e+09 5.15e+09 7.24e+00
6.60e+11 3.20e+10 1.26e+09 2.45e+09 3.74e+00
1.01e+12 3.07e+10 3.06e+09 2.90e+09 4.04e+00
2.62e+12 3.57e+10 0.00e+00 0.00e+00 0.00e+00
1.70e+12 3.52e+10 4.28e+08 5.44e+08 9.64e-02
2.01e+12 3.19e+10 1.66e+09 2.11e+09 3.50e+00
2.32e+12 3.52e+10 4.85e+08 3.54e+08 8.31e-02
7.42e+11 2.98e+10 3.02e+09 2.78e+09 6.58e+00
8.26e+11 2.91e+10 2.91e+09 3.30e+09 5.97e+00
1.45e+12 3.09e+10 1.82e+09 2.67e+09 3.76e+00
1.98e+12 3.47e+10 5.39e+07 5.10e+08 1.78e-01
7.49e+11 3.17e+10 1.63e+09 2.11e+09 3.45e+00
3.54e+12 3.25e+10 1.62e+09 2.00e+09 3.39e+00
5.90e+11 2.94e+10 2.18e+09 4.08e+09 4.94e+00
1.10e+12 2.96e+10 2.78e+09 2.48e+09 3.83e+00
4.52e+11 3.26e+10 6.85e+08 1.63e+09 1.91e+00
6.75e+11 2.69e+10 3.07e+09 4.89e+09 7.81e+00
1.89e+12 3.07e+10 1.55e+09 2.54e+09 2.76e+00
5.47e+11 3.10e+10 1.30e+09 2.17e+09 2.67e+00
4.62e+11 3.31e+10 5.78e+08 1.13e+09 1.45e+00
3.92e+12 3.47e+10 0.00e+00 0.00e+00 0.00e+00
7.02e+12 2.98e+10 1.07e+09 3.58e+09 4.20e+00
4.45e+11 3.00e+10 9.02e+08 3.23e+09 4.13e+00
6.44e+11 3.04e+10 7.68e+08 2.96e+09 3.37e+00
6.68e+12 3.42e+10 0.00e+00 0.00e+00 0.00e+00
7.00e+11 2.77e+10 5.21e+09 2.48e+09 5.00e+00
1.02e+12 2.32e+10 1.13e+10 7.97e+09 5.27e+00
6.66e+11 2.66e+10 6.37e+09 3.39e+09 6.98e+00
1.16e+12 2.96e+10 2.46e+09 3.11e+09 3.24e+00
5.05e+11 2.97e+10 2.01e+09 2.26e+09 3.36e+00
5.38e+11 2.90e+10 1.41e+09 3.47e+09 2.36e+00
1.39e+12 2.66e+10 6.72e+09 2.93e+09 6.40e+00
7.33e+11 2.16e+10 6.84e+09 7.93e+09 1.09e+00
6.82e+11 2.75e+10 3.34e+09 3.12e+09 6.65e+00
5.52e+11 2.92e+10 1.80e+09 2.76e+09 3.80e+00
6.59e+11 2.86e+10 2.49e+09 3.11e+09 4.07e+00
7.79e+11 2.70e+10 3.67e+09 3.44e+09 5.59e+00
7.63e+11 3.01e+10 1.73e+09 1.68e+09 3.69e+00
6.59e+11 3.10e+10 7.60e+08 1.41e+09 1.80e+00
4.83e+12 3.33e+10 0.00e+00 0.00e+00 0.00e+00
9.04e+11 2.86e+10 2.66e+09 3.41e+09 4.06e+00
1.72e+13 2.66e+10 3.97e+09 3.43e+09 5.56e+00
7.10e+11 2.96e+10 1.25e+09 2.59e+09 2.51e+00
2.85e+12 3.32e+10 9.68e+07 0.00e+00 0.00e+00
5.83e+11 2.85e+10 1.97e+09 3.10e+09 4.45e+00
7.13e+11 2.42e+10 4.88e+09 5.04e+09 7.93e+00
9.80e+11 2.63e+10 3.00e+09 4.13e+09 3.88e+00
1.11e+12 1.85e+10 8.29e+09 1.05e+10 2.48e+00
6.86e+11 2.83e+10 1.74e+09 2.67e+09 3.28e+00
6.76e+11 2.94e+10 1.71e+09 2.40e+09 2.36e+00
1.08e+12 2.79e+10 2.24e+09 3.04e+09 5.15e+00
1.60e+12 2.51e+10 7.19e+09 3.03e+09 7.08e+00
1.43e+12 2.98e+10 1.98e+09 2.21e+09 2.10e+00
8.76e+11 2.55e+10 5.24e+09 3.84e+09 6.11e+00
7.01e+11 2.82e+10 1.91e+09 2.57e+09 4.38e+00
7.58e+11 2.46e+10 5.72e+09 4.19e+09 4.94e+00
6.16e+11 2.88e+10 8.73e+08 3.16e+09 3.24e+00
7.69e+11 2.33e+10 6.70e+09 4.17e+09 8.05e+00
1.30e+12 2.80e+10 2.87e+09 2.84e+09 4.06e+00
1.23e+12 3.14e+10 0.00e+00 9.47e+08 9.96e-01
6.63e+11 2.61e+10 3.03e+09 3.50e+09 6.18e+00
6.96e+11 2.91e+10 6.96e+08 2.42e+09 1.76e+00
8.65e+11 2.56e+10 3.71e+09 3.63e+09 4.31e+00
1.60e+12 3.17e+10 2.30e+08 0.00e+00 1.00e+00
8.82e+11 2.52e+10 5.49e+09 3.28e+09 1.81e+00
5.57e+11 2.81e+10 1.76e+09 2.20e+09 2.81e+00
7.09e+11 2.57e+10 3.27e+09 3.92e+09 6.74e+00
5.29e+11 2.77e+10 1.59e+09 2.54e+09 2.46e+00
5.08e+11 2.96e+10 4.75e+08 1.71e+09 1.43e+00
7.71e+11 2.67e+10 2.84e+09 2.93e+09 4.72e+00
4.98e+12 3.18e+10 1.07e+09 1.40e+08 1.00e+00
2.63e+12 2.88e+10 9.70e+08 2.21e+09 1.96e+00
1.25e+12 2.83e+10 6.07e+08 2.75e+09 2.56e+00
6.79e+11 2.94e+10 5.22e+08 1.82e+09 1.78e+00
5.26e+11 2.87e+10 6.99e+08 2.23e+09 2.58e+00
1.08e+12 2.62e+10 2.17e+09 3.31e+09 5.36e+00
3.22e+12 3.13e+10 0.00e+00 0.00e+00 0.00e+00
1.16e+12 2.88e+10 8.85e+08 1.53e+09 2.36e+00
6.75e+12 3.11e+10 0.00e+00 0.00e+00 0.00e+00
1.39e+12 2.35e+10 2.73e+09 5.85e+09 4.03e+00
8.10e+11 1.78e+10 6.40e+09 8.42e+09 1.24e+00
4.79e+11 2.58e+10 2.54e+09 3.02e+09 4.42e+00
3.68e+12 2.78e+10 2.30e+09 1.85e+09 3.36e+00
1.26e+12 2.65e+10 2.70e+09 2.38e+09 3.47e+00
5.32e+11 1.94e+10 9.11e+09 4.81e+09 3.58e+00
1.57e+12 3.08e+10 5.39e+08 0.00e+00 0.00e+00
1.69e+12 2.07e+10 8.23e+09 4.07e+09 6.37e+00
1.63e+12 2.59e+10 1.58e+09 2.84e+09 1.96e+00
7.57e+11 1.44e+10 1.65e+10 6.15e+09 5.32e+00
4.01e+11 2.68e+10 1.05e+09 2.62e+09 2.99e+00
6.84e+11 2.50e+10 3.92e+09 3.65e+09 3.30e+00
4.64e+11 2.74e+10 1.25e+09 1.72e+09 2.46e+00
5.01e+11 2.62e+10 1.41e+09 2.41e+09 3.08e+00
6.53e+11 2.57e+10 1.66e+09 3.20e+09 2.42e+00
4.64e+11 2.41e+10 3.27e+09 2.70e+09 4.82e+00
5.32e+12 3.01e+10 0.00e+00 0.00e+00 0.00e+00
6.71e+11 2.26e+10 5.40e+09 3.02e+09 6.30e+00
1.15e+12 2.16e+10 7.31e+09 3.19e+09 6.52e+00
6.41e+11 2.73e+10 1.30e+09 1.45e+09 1.88e+00
8.05e+11 2.26e+10 8.38e+09 2.56e+09 6.73e+00
1.71e+12 2.82e+10 6.56e+08 1.32e+09 8.16e-01
6.42e+11 2.47e+10 2.76e+09 2.69e+09 4.59e+00
9.37e+11 1.62e+10 1.71e+10 4.40e+09 7.29e+00
5.83e+11 2.52e+10 2.07e+09 2.83e+09 3.76e+00
1.05e+12 2.68e+10 9.02e+08 2.07e+09 3.18e+00
6.36e+11 2.75e+10 6.34e+08 1.64e+09 1.71e+00
5.54e+11 2.64e+10 1.63e+09 2.42e+09 2.96e+00
4.62e+11 2.33e+10 2.23e+09 4.50e+09 4.95e+00
1.07e+12 2.44e+10 3.39e+09 2.72e+09 6.52e+00
1.36e+12 2.52e+10 3.43e+09 2.80e+09 3.51e+00
9.13e+11 2.42e+10 3.37e+09 2.60e+09 3.87e+00
2.72e+12 2.93e+10 0.00e+00 0.00e+00 0.00e+00
1.34e+12 2.30e+10 3.85e+09 3.77e+09 3.79e+00
9.07e+11 2.42e+10 2.71e+09 3.01e+09 5.97e+00
1.06e+12 2.41e+10 3.53e+09 2.29e+09 5.38e+00
5.98e+11 2.39e+10 2.58e+09 2.88e+09 5.08e+00
5.54e+11 2.45e+10 2.34e+09 2.58e+09 5.03e+00
1.80e+12 2.85e+10 8.48e+07 3.30e+08 4.60e-02
2.84e+12 2.90e+10 5.47e+08 1.47e+08 0.00e+00
5.67e+11 2.59e+10 9.08e+08 2.34e+09 2.69e+00
4.91e+11 2.89e+10 0.00e+00 0.00e+00 0.00e+00
4.89e+11 2.57e+10 8.74e+08 2.17e+09 2.03e+00
3.49e+11 2.42e+10 1.91e+09 2.56e+09 4.39e+00
4.93e+11 2.38e+10 1.13e+09 3.20e+09 3.86e+00
5.46e+11 2.53e+10 1.07e+09 1.80e+09 1.96e+00
1.15e+12 2.41e+10 1.94e+09 2.27e+09 2.57e+00
7.04e+11 2.58e+10 1.29e+09 1.07e+09 1.57e+00
1.88e+12 2.73e+10 2.24e+07 7.59e+08 2.97e-01
9.46e+11 2.20e+10 4.59e+09 2.89e+09 3.72e+00
3.83e+11 2.35e+10 8.68e+08 3.52e+09 3.78e+00
7.41e+11 6.38e+09 2.10e+10 8.86e+09 1.76e+00
1.20e+12 2.35e+10 3.43e+09 2.30e+09 3.69e+00
5.13e+11 2.48e+10 5.03e+08 2.33e+09 1.72e+00
6.59e+11 2.42e+10 1.42e+09 2.51e+09 2.47e+00
9.92e+11 2.46e+10 1.60e+09 2.18e+09 3.61e+00
6.58e+11 2.32e+10 3.00e+09 2.23e+09 3.33e+00
5.37e+11 1.97e+10 2.15e+09 6.57e+09 2.50e+00
4.39e+11 2.30e+10 1.63e+09 3.39e+09 2.98e+00
1.24e+12 2.41e+10 2.84e+09 2.35e+09 2.42e+00
5.15e+11 2.24e+10 1.90e+09 3.42e+09 3.36e+00
2.06e+12 1.85e+10 7.68e+09 5.67e+09 7.46e+00
6.34e+11 2.31e+10 2.70e+09 2.49e+09 5.26e+00
6.47e+11 2.17e+10 2.90e+09 3.23e+09 1.40e+00
3.48e+12 2.73e+10 0.00e+00 0.00e+00 1.00e+00
6.47e+11 2.43e+10 1.53e+09 1.54e+09 2.34e+00
8.36e+12 2.73e+10 0.00e+00 0.00e+00 0.00e+00
4.64e+11 2.54e+10 4.85e+08 1.22e+09 6.77e-01
8.30e+11 2.22e+10 2.71e+09 3.18e+09 4.68e+00
2.36e+12 2.72e+10 3.09e+08 0.00e+00 0.00e+00
3.26e+12 2.72e+10 1.15e+09 5.62e+07 0.00e+00
4.46e+11 2.41e+10 1.14e+09 1.94e+09 2.89e+00
5.66e+11 2.37e+10 1.39e+09 2.43e+09 2.36e+00
4.94e+11 2.31e+10 1.04e+09 2.78e+09 2.50e+00
6.86e+11 1.74e+10 7.35e+09 3.90e+09 6.49e+00
6.63e+11 2.06e+10 1.44e+09 4.73e+09 2.23e+00
5.48e+11 2.41e+10 8.48e+08 2.18e+09 1.94e+00
4.26e+12 2.68e+10 0.00e+00 0.00e+00 1.00e+00
5.44e+11 2.26e+10 1.52e+09 2.92e+09 4.61e+00
5.09e+11 2.27e+10 2.12e+09 2.29e+09 3.34e+00
7.59e+11 2.38e+10 1.12e+09 1.84e+09 2.48e+00
6.93e+11 2.02e+10 5.44e+09 2.81e+09 4.43e+00
4.83e+11 2.13e+10 3.50e+09 2.11e+09 2.57e+00
4.71e+11 2.12e+10 3.90e+09 2.56e+09 3.05e+00
3.80e+11 2.55e+10 2.33e+08 6.47e+08 3.92e-01
8.13e+11 2.24e+10 2.24e+09 2.99e+09 2.89e+00
4.00e+11 2.34e+10 1.29e+09 1.79e+09 2.96e+00
5.07e+12 2.62e+10 0.00e+00 0.00e+00 0.00e+00
6.05e+11 2.28e+10 9.08e+08 2.26e+09 1.91e+00
4.88e+11 2.30e+10 9.81e+08 2.08e+09 2.97e+00
1.57e+12 2.60e+10 0.00e+00 0.00e+00 0.00e+00
9.98e+11 1.73e+10 1.11e+10 3.95e+09 3.26e+00
7.03e+11 1.59e+10 4.37e+09 6.28e+09 5.03e+00
2.03e+12 2.47e+10 1.69e+08 8.57e+08 5.85e-01
5.94e+11 1.97e+10 6.02e+09 2.19e+09 3.32e+00
3.72e+11 2.29e+10 9.01e+08 1.78e+09 1.75e+00
6.57e+11 2.16e+10 2.07e+09 2.54e+09 2.64e+00
1.28e+12 2.01e+10 2.70e+09 3.10e+09 4.90e+00
5.04e+11 1.28e+10 1.03e+10 5.62e+09 2.51e+00
4.30e+11 2.06e+10 1.57e+09 3.48e+09 4.93e+00
1.07e+12 1.82e+10 3.55e+09 3.97e+09 9.17e+00
9.39e+11 1.99e+10 2.12e+09 3.60e+09 4.48e+00
6.22e+11 1.94e+10 3.77e+09 2.90e+09 4.31e+00
1.07e+12 2.21e+10 1.86e+09 1.56e+09 2.25e+00
6.53e+11 2.05e+10 4.92e+09 1.66e+09 2.81e+00
4.76e+11 1.97e+10 3.00e+09 2.97e+09 3.82e+00
5.62e+11 2.14e+10 1.42e+09 2.58e+09 4.15e+00
4.67e+11 2.19e+10 1.64e+09 1.87e+09 2.91e+00
4.50e+11 2.20e+10 7.57e+08 2.41e+09 1.77e+00
9.88e+11 1.16e+10 1.25e+10 5.87e+09 8.99e+00
8.37e+11 1.61e+10 5.96e+09 5.46e+09 4.63e+00
1.19e+12 1.93e+10 3.71e+09 2.87e+09 5.68e+00
3.59e+11 2.16e+10 1.21e+09 2.24e+09 2.40e+00
1.13e+12 1.92e+10 3.65e+09 3.47e+09 3.47e+00
1.61e+12 2.48e+10 0.00e+00 0.00e+00 0.00e+00
1.17e+12 2.05e+10 5.50e+09 1.93e+09 3.09e+00
5.95e+11 1.95e+10 2.83e+09 2.77e+09 4.58e+00
6.34e+11 2.00e+10 4.08e+09 2.58e+09 3.74e+00
4.16e+11 2.25e+10 1.31e+09 1.07e+09 1.62e+00
8.73e+11 1.20e+10 1.48e+10 1.04e+10 3.31e+00
4.44e+11 2.15e+10 1.22e+09 1.85e+09 2.18e+00
6.00e+11 1.95e+10 2.63e+09 2.70e+09 5.54e+00
3.63e+11 2.08e+10 1.69e+09 2.38e+09 3.38e+00
5.58e+11 2.03e+10 1.82e+09 2.52e+09 4.49e+00
5.30e+11 2.15e+10 1.43e+09 1.71e+09 2.04e+00
2.45e+12 2.44e+10 1.45e+08 1.11e+08 0.00e+00
5.94e+11 1.83e+10 3.50e+09 3.55e+09 3.57e+00
2.74e+12 2.43e+10 0.00e+00 0.00e+00 0.00e+00
4.51e+11 1.83e+10 4.79e+09 2.30e+09 4.78e+00
5.11e+11 2.04e+10 2.73e+09 1.82e+09 2.23e+00
4.33e+12 2.41e+10 0.00e+00 0.00e+00 0.00e+00
3.84e+11 2.13e+10 5.65e+08 2.15e+09 1.41e+00
4.80e+11 1.89e+10 3.37e+09 3.06e+09 2.77e+00
